t,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X'0,Y'0,Z'0,X'1,Y'1,Z'1,X'2,Y'2,Z'2
0.001000,1.000000,-0.000005,0.000000,1.999999,-0.001005,0.000000,2.999999,-0.000005,0.000000,-0.000000,-0.009811,0.000000,-0.001000,-1.009807,0.000000,-0.002000,-0.009811,0.000000
0.017000,0.999999,-0.001420,0.000000,1.999855,-0.018413,0.000000,2.999710,-0.001419,0.000000,-0.000237,-0.167184,0.000000,-0.017214,-1.166040,0.000000,-0.034193,-0.167061,0.000000
0.034000,0.999984,-0.005689,0.000000,1.999407,-0.039637,0.000000,2.998831,-0.005684,0.000000,-0.001907,-0.335145,0.000000,-0.035717,-1.330529,0.000000,-0.069547,-0.334735,0.000000
0.050000,0.999924,-0.012320,0.000000,1.998682,-0.062153,0.000000,2.997439,-0.012306,0.000000,-0.006085,-0.493898,0.000000,-0.055470,-1.483684,0.000000,-0.104905,-0.493181,0.000000
0.067000,0.999755,-0.022155,0.000000,1.997535,-0.088744,0.000000,2.995314,-0.022127,0.000000,-0.014697,-0.663229,0.000000,-0.080166,-1.644234,0.000000,-0.145723,-0.662338,0.000000
0.084000,0.999392,-0.034873,0.000000,1.995927,-0.118041,0.000000,2.992459,-0.034831,0.000000,-0.029070,-0.833097,0.000000,-0.109929,-1.801963,0.000000,-0.190877,-0.832508,0.000000
0.100000,0.998775,-0.049483,0.000000,1.993907,-0.148039,0.000000,2.989034,-0.049440,0.000000,-0.049207,-0.993195,0.000000,-0.143688,-1.947190,0.000000,-0.238152,-0.993791,0.000000
0.117000,0.997698,-0.067812,0.000000,1.991109,-0.182423,0.000000,2.984518,-0.067801,0.000000,-0.079050,-1.163036,0.000000,-0.186835,-2.097280,0.000000,-0.294221,-1.166584,0.000000
0.134000,0.996030,-0.089020,0.000000,1.987505,-0.219316,0.000000,2.978992,-0.089114,0.000000,-0.119030,-1.331800,0.000000,-0.238662,-2.242131,0.000000,-0.356985,-1.341107,0.000000
0.150000,0.993755,-0.111587,0.000000,1.983237,-0.256244,0.000000,2.972764,-0.111898,0.000000,-0.167153,-1.488607,0.000000,-0.296419,-2.372813,0.000000,-0.422692,-1.507185,0.000000
0.167000,0.990392,-0.138285,0.000000,1.977602,-0.297714,0.000000,2.964932,-0.139035,0.000000,-0.230602,-1.651559,0.000000,-0.368383,-2.504725,0.000000,-0.499994,-1.685819,0.000000
0.184000,0.985837,-0.167708,0.000000,1.970644,-0.341359,0.000000,2.955718,-0.169229,0.000000,-0.307703,-1.808774,0.000000,-0.452254,-2.628549,0.000000,-0.585339,-1.866920,0.000000
0.200000,0.980246,-0.197784,0.000000,1.962699,-0.384293,0.000000,2.945660,-0.200480,0.000000,-0.393312,-1.949314,0.000000,-0.542830,-2.736909,0.000000,-0.673192,-2.039785,0.000000
0.217000,0.972687,-0.232119,0.000000,1.952562,-0.431734,0.000000,2.933366,-0.236736,0.000000,-0.498284,-2.088048,0.000000,-0.652005,-2.842635,0.000000,-0.774575,-2.226132,0.000000
0.234000,0.963224,-0.268698,0.000000,1.940454,-0.480885,0.000000,2.919278,-0.276184,0.000000,-0.617277,-2.212803,0.000000,-0.774767,-2.938127,0.000000,-0.884113,-2.415266,0.000000
0.250000,0.952372,-0.304939,0.000000,1.927050,-0.528549,0.000000,2.904259,-0.316269,0.000000,-0.741087,-2.314531,0.000000,-0.902565,-3.018385,0.000000,-0.994374,-2.595752,0.000000
0.267000,0.938578,-0.345068,0.000000,1.910465,-0.580515,0.000000,2.886308,-0.362044,0.000000,-0.883441,-2.402938,0.000000,-1.050719,-3.093440,0.000000,-1.118662,-2.789960,0.000000
0.284000,0.922286,-0.386508,0.000000,1.891261,-0.633668,0.000000,2.866187,-0.411140,0.000000,-1.034416,-2.468324,0.000000,-1.210405,-3.158277,0.000000,-1.249643,-2.986369,0.000000
0.300000,0.904563,-0.426341,0.000000,1.870630,-0.684630,0.000000,2.845170,-0.460412,0.000000,-1.181547,-2.506878,0.000000,-1.369668,-3.210498,0.000000,-1.378331,-3.172845,0.000000
0.317000,0.883132,-0.469125,0.000000,1.845853,-0.739619,0.000000,2.820540,-0.516044,0.000000,-1.339780,-2.522146,0.000000,-1.546362,-3.257399,0.000000,-1.520029,-3.372200,0.000000
0.334000,0.859020,-0.511941,0.000000,1.818024,-0.795336,0.000000,2.793464,-0.575071,0.000000,-1.496202,-2.510577,0.000000,-1.728401,-3.296337,0.000000,-1.666097,-3.572249,0.000000
0.350000,0.833936,-0.551862,0.000000,1.788979,-0.848327,0.000000,2.765683,-0.633734,0.000000,-1.638311,-2.475702,0.000000,-1.902412,-3.326489,0.000000,-1.807026,-3.760633,0.000000
0.367000,0.804861,-0.593463,0.000000,1.755061,-0.905105,0.000000,2.733667,-0.699363,0.000000,-1.780371,-2.414560,0.000000,-2.087925,-3.352295,0.000000,-1.960089,-3.960344,0.000000
0.384000,0.773474,-0.633828,0.000000,1.717998,-0.962271,0.000000,2.699021,-0.768380,0.000000,-1.909932,-2.330731,0.000000,-2.272060,-3.372125,0.000000,-2.116530,-4.159056,0.000000
0.400000,0.742032,-0.670364,0.000000,1.680276,-1.016338,0.000000,2.663956,-0.836412,0.000000,-2.017783,-2.233503,0.000000,-2.442560,-3.385451,0.000000,-2.267103,-4.344698,0.000000
0.417000,0.706877,-0.707336,0.000000,1.637242,-1.073970,0.000000,2.624027,-0.911935,0.000000,-2.114950,-2.113577,0.000000,-2.619432,-3.393743,0.000000,-2.431213,-4.539986,0.000000
0.434000,0.670238,-0.742146,0.000000,1.591247,-1.131688,0.000000,2.581266,-0.990757,0.000000,-2.192027,-1.979637,0.000000,-2.790853,-3.395461,0.000000,-2.600489,-4.732736,0.000000
0.450000,0.634718,-0.772744,0.000000,1.545340,-1.185984,0.000000,2.538345,-1.067914,0.000000,-2.244597,-1.843673,0.000000,-2.946465,-3.390319,0.000000,-2.765618,-4.911293,0.000000
0.467000,0.596244,-0.802804,0.000000,1.493892,-1.243516,0.000000,2.489786,-1.152993,0.000000,-2.277853,-1.691765,0.000000,-3.105053,-3.376617,0.000000,-2.948650,-5.097292,0.000000
0.484000,0.557409,-0.830238,0.000000,1.439812,-1.300734,0.000000,2.438038,-1.241195,0.000000,-2.286764,-1.535299,0.000000,-3.256022,-3.353117,0.000000,-3.141179,-5.278579,0.000000
0.500000,0.520907,-0.853613,0.000000,1.386629,-1.354138,0.000000,2.386260,-1.326982,0.000000,-2.272272,-1.386626,0.000000,-3.390469,-3.320691,0.000000,-3.332790,-5.443875,0.000000
0.517000,0.482583,-0.875850,0.000000,1.327840,-1.410210,0.000000,2.327782,-1.420972,0.000000,-2.232262,-1.229948,0.000000,-3.524304,-3.273717,0.000000,-3.549476,-5.612441,0.000000
0.534000,0.445153,-0.895454,0.000000,1.266862,-1.465362,0.000000,2.265489,-1.517754,0.000000,-2.167000,-1.077271,0.000000,-3.647668,-3.212140,0.000000,-3.781961,-5.771879,0.000000
0.550000,0.411125,-0.911579,0.000000,1.207643,-1.516193,0.000000,2.203116,-1.611235,0.000000,-2.083004,-0.939441,0.000000,-3.752823,-3.139259,0.000000,-4.017494,-5.911429,0.000000
0.567000,0.376635,-0.926362,0.000000,1.142989,-1.568780,0.000000,2.132550,-1.712893,0.000000,-1.970763,-0.801262,0.000000,-3.851057,-3.044302,0.000000,-4.288143,-6.045588,0.000000
0.584000,0.344244,-0.938880,0.000000,1.076799,-1.619588,0.000000,2.057184,-1.816681,0.000000,-1.836354,-0.673307,0.000000,-3.933034,-2.929682,0.000000,-4.582710,-6.161320,0.000000
0.600000,0.315999,-0.948759,0.000000,1.013368,-1.665472,0.000000,1.981479,-1.915994,0.000000,-1.691492,-0.563378,0.000000,-3.992766,-2.802543,0.000000,-4.884595,-6.248902,0.000000
0.617000,0.288673,-0.957428,0.000000,0.945102,-1.711816,0.000000,1.895511,-2.022819,0.000000,-1.520686,-0.458501,0.000000,-4.034544,-2.645928,0.000000,-5.234581,-6.313179,0.000000
0.634000,0.264375,-0.964420,0.000000,0.876341,-1.755304,0.000000,1.803315,-2.130429,0.000000,-1.335909,-0.366211,0.000000,-4.050308,-2.466544,0.000000,-5.617738,-6.339829,0.000000
0.650000,0.244454,-0.969661,0.000000,0.811599,-1.793279,0.000000,1.710328,-2.231782,0.000000,-1.153188,-0.290722,0.000000,-4.037815,-2.277079,0.000000,-6.011087,-6.321383,0.000000
0.667000,0.226533,-0.974003,0.000000,0.743297,-1.830132,0.000000,1.604331,-2.338678,0.000000,-0.954974,-0.222107,0.000000,-3.991782,-2.055141,0.000000,-6.465476,-6.243426,0.000000
0.684000,0.211970,-0.977276,0.000000,0.676088,-1.863050,0.000000,1.490289,-2.443632,0.000000,-0.759412,-0.164716,0.000000,-3.908826,-1.814908,0.000000,-6.957360,-6.090136,0.000000
0.700000,0.201230,-0.979544,0.000000,0.614407,-1.890195,0.000000,1.375054,-2.539361,0.000000,-0.585487,-0.120278,0.000000,-3.795595,-1.576755,0.000000,-7.451723,-5.860750,0.000000
0.717000,0.192710,-0.981256,0.000000,0.551160,-1.914805,0.000000,1.243721,-2.636164,0.000000,-0.421283,-0.082736,0.000000,-3.639447,-1.318397,0.000000,-8.002657,-5.507418,0.000000
0.734000,0.186721,-0.982413,0.000000,0.490839,-1.935048,0.000000,1.102896,-2.725861,0.000000,-0.289767,-0.055074,0.000000,-3.453031,-1.064909,0.000000,-8.565167,-5.021496,0.000000
0.751000,0.182604,-0.983187,0.000000,0.433850,-1.951110,0.000000,0.952574,-2.806051,0.000000,-0.203059,-0.037713,0.000000,-3.250457,-0.828733,0.000000,-9.115084,-4.387020,0.000000
0.767000,0.179674,-0.983726,0.000000,0.383347,-1.962765,0.000000,0.802850,-2.870519,0.000000,-0.172061,-0.031426,0.000000,-3.065299,-0.633319,0.000000,-9.590961,-3.649038,0.000000
0.784000,0.176605,-0.984282,0.000000,0.332691,-1.972025,0.000000,0.636061,-2.924898,0.000000,-0.199591,-0.035812,0.000000,-2.902746,-0.462970,0.000000,-10.013589,-2.726882,0.000000
0.801000,0.172529,-0.985004,0.000000,0.284278,-1.978741,0.000000,0.463099,-2.962623,0.000000,-0.290110,-0.050814,0.000000,-2.806288,-0.333767,0.000000,-10.311135,-1.697775,0.000000
0.817000,0.166854,-0.985982,0.000000,0.239561,-1.983335,0.000000,0.296813,-2.981695,0.000000,-0.426673,-0.072204,0.000000,-2.797749,-0.245054,0.000000,-10.450664,-0.683917,0.000000
0.834000,0.158063,-0.987429,0.000000,0.191400,-1.986873,0.000000,0.119002,-2.984249,0.000000,-0.613530,-0.098211,0.000000,-2.884368,-0.173957,0.000000,-10.441769,0.374622,0.000000
0.851000,0.145842,-0.989308,0.000000,0.140984,-1.989296,0.000000,-0.057371,-2.969426,0.000000,-0.827353,-0.121967,0.000000,-3.060124,-0.111121,0.000000,-10.285841,1.351197,0.000000
0.867000,0.130912,-0.991394,0.000000,0.090275,-1.990568,0.000000,-0.220037,-2.941203,0.000000,-1.039727,-0.137294,0.000000,-3.286411,-0.045920,0.000000,-10.032958,2.156331,0.000000
0.884000,0.111305,-0.993786,0.000000,0.032076,-1.990643,0.000000,-0.387743,-2.898251,0.000000,-1.266551,-0.141855,0.000000,-3.564886,0.040815,0.000000,-9.686721,2.872502,0.000000
0.901000,0.087882,-0.996131,0.000000,-0.031008,-1.989038,0.000000,-0.549122,-2.844350,0.000000,-1.487734,-0.131253,0.000000,-3.857055,0.152447,0.000000,-9.293630,3.445710,0.000000
0.917000,0.062469,-0.998047,0.000000,-0.094889,-1.985588,0.000000,-0.694720,-2.785715,0.000000,-1.687262,-0.105609,0.000000,-4.125897,0.282973,0.000000,-8.904607,3.865426,0.000000
0.934000,0.032062,-0.999486,0.000000,-0.167319,-1.979408,0.000000,-0.842559,-2.717006,0.000000,-1.888097,-0.060566,0.000000,-4.390675,0.448621,0.000000,-8.488946,4.200416,0.000000
0.951000,-0.001653,-0.999999,0.000000,-0.243993,-1.970190,0.000000,-0.983400,-2.643449,0.000000,-2.076152,0.003433,0.000000,-4.624017,0.639853,0.000000,-8.083054,4.438743,0.000000
0.967000,-0.036203,-0.999344,0.000000,-0.319506,-1.958375,0.000000,-1.109776,-2.571134,0.000000,-2.240434,0.081164,0.000000,-4.809239,0.840004,0.000000,-7.716794,4.589846,0.000000
0.984000,-0.075671,-0.997133,0.000000,-0.402657,-1.942162,0.000000,-1.237797,-2.492199,0.000000,-2.400228,0.182151,0.000000,-4.966221,1.070000,0.000000,-7.348296,4.686784,0.000000
1.001000,-0.117716,-0.993047,0.000000,-0.488118,-1.921919,0.000000,-1.359748,-2.412084,0.000000,-2.543278,0.301481,0.000000,-5.080931,1.313409,0.000000,-7.002657,4.730694,0.000000
1.017000,-0.159373,-0.987218,0.000000,-0.570019,-1.899014,0.000000,-1.469327,-2.336328,0.000000,-2.661014,0.429586,0.000000,-5.150552,1.550799,0.000000,-6.698097,4.733226,0.000000
1.034000,-0.205536,-0.978650,0.000000,-0.657929,-1.870468,0.000000,-1.580592,-2.256076,0.000000,-2.766321,0.580983,0.000000,-5.185193,1.808003,0.000000,-6.395188,4.703222,0.000000
1.051000,-0.253302,-0.967387,0.000000,-0.746098,-1.837532,0.000000,-1.686872,-2.176568,0.000000,-2.849362,0.746082,0.000000,-5.181568,2.066899,0.000000,-6.111304,4.646775,0.000000
1.067000,-0.299371,-0.954137,0.000000,-0.828757,-1.802518,0.000000,-1.782616,-2.102773,0.000000,-2.905590,0.911662,0.000000,-5.145736,2.309502,0.000000,-5.858845,4.574925,0.000000
1.084000,-0.349101,-0.937085,0.000000,-0.915687,-1.761088,0.000000,-1.880026,-2.025758,0.000000,-2.940621,1.095496,0.000000,-5.076202,2.563928,0.000000,-5.603016,4.483394,0.000000
1.101000,-0.399202,-0.916863,0.000000,-1.001182,-1.715374,0.000000,-1.973170,-1.950404,0.000000,-2.949146,1.284057,0.000000,-4.977446,2.813150,0.000000,-5.356355,4.380163,0.000000
1.117000,-0.446287,-0.894890,0.000000,-1.079916,-1.668527,0.000000,-2.057050,-1.881152,0.000000,-2.932466,1.462438,0.000000,-4.860695,3.041710,0.000000,-5.129123,4.275288,0.000000
1.134000,-0.495803,-0.868435,0.000000,-1.161334,-1.614805,0.000000,-2.142206,-1.809460,0.000000,-2.888555,1.649123,0.000000,-4.714291,3.277113,0.000000,-4.889164,4.158304,0.000000
1.151000,-0.544349,-0.838859,0.000000,-1.240088,-1.557154,0.000000,-2.223268,-1.739789,0.000000,-2.818371,1.828885,0.000000,-4.547644,3.503855,0.000000,-4.646857,4.037950,0.000000
1.167000,-0.588761,-0.808308,0.000000,-1.311485,-1.499444,0.000000,-2.295758,-1.676097,0.000000,-2.729560,1.988176,0.000000,-4.374586,3.708388,0.000000,-4.413203,3.923551,0.000000
1.184000,-0.634203,-0.773167,0.000000,-1.384182,-1.434628,0.000000,-2.368608,-1.610425,0.000000,-2.612970,2.143332,0.000000,-4.175548,3.915017,0.000000,-4.155507,3.802789,0.000000
1.201000,-0.677486,-0.735535,0.000000,-1.453375,-1.366405,0.000000,-2.436972,-1.546786,0.000000,-2.476072,2.280658,0.000000,-3.962603,4.108900,0.000000,-3.884844,3.684885,0.000000
1.217000,-0.715965,-0.698136,0.000000,-1.515095,-1.299294,0.000000,-2.496997,-1.488686,0.000000,-2.331491,2.391033,0.000000,-3.750675,4.277581,0.000000,-3.615824,3.578444,0.000000
1.234000,-0.754198,-0.656647,0.000000,-1.576863,-1.225174,0.000000,-2.555918,-1.428767,0.000000,-2.164508,2.486067,0.000000,-3.514187,4.439067,0.000000,-3.313136,3.472234,0.000000
1.251000,-0.789501,-0.613749,0.000000,-1.634516,-1.148492,0.000000,-2.609543,-1.370578,0.000000,-1.987448,2.556572,0.000000,-3.266769,4.578185,0.000000,-2.992753,3.375170,0.000000
1.267000,-0.819927,-0.572469,0.000000,-1.684859,-1.074358,0.000000,-2.654914,-1.317240,0.000000,-1.815057,2.599643,0.000000,-3.024640,4.684179,0.000000,-2.676503,3.293748,0.000000
1.284000,-0.849206,-0.528062,0.000000,-1.734029,-0.993990,0.000000,-2.697472,-1.261901,0.000000,-1.629429,2.620374,0.000000,-2.758747,4.765014,0.000000,-2.328774,3.218778,0.000000
1.301000,-0.875333,-0.483520,0.000000,-1.778618,-0.912563,0.000000,-2.734062,-1.207735,0.000000,-1.444854,2.615668,0.000000,-2.486123,4.807904,0.000000,-1.975655,3.155571,0.000000
1.317000,-0.897086,-0.441856,0.000000,-1.816320,-0.835568,0.000000,-2.763029,-1.157658,0.000000,-1.275142,2.588882,0.000000,-2.226475,4.810039,0.000000,-1.646513,3.105374,0.000000
1.334000,-0.917279,-0.398245,0.000000,-1.851830,-0.754075,0.000000,-2.788133,-1.105269,0.000000,-1.101961,2.538152,0.000000,-1.951821,4.770221,0.000000,-1.309926,3.058895,0.000000
1.351000,-0.934609,-0.355677,0.000000,-1.882719,-0.673618,0.000000,-2.807697,-1.053639,0.000000,-0.938652,2.466485,0.000000,-1.683816,4.688587,0.000000,-0.996340,3.015259,0.000000
1.367000,-0.948470,-0.316868,0.000000,-1.907713,-0.599448,0.000000,-2.821460,-1.005732,0.000000,-0.795807,2.382058,0.000000,-1.442581,4.577592,0.000000,-0.728944,2.972596,0.000000
1.384000,-0.960799,-0.277247,0.000000,-1.930170,-0.522848,0.000000,-2.831673,-0.955621,0.000000,-0.656988,2.276788,0.000000,-1.202432,4.429624,0.000000,-0.478468,2.921543,0.000000
1.401000,-0.970888,-0.239534,0.000000,-1.948709,-0.448975,0.000000,-2.837931,-0.906451,0.000000,-0.532427,2.158053,0.000000,-0.982209,4.257955,0.000000,-0.263758,2.861461,0.000000
1.417000,-0.978559,-0.205968,0.000000,-1.962899,-0.382247,0.000000,-2.840747,-0.861186,0.000000,-0.428592,2.036253,0.000000,-0.794789,4.081095,0.000000,-0.093070,2.794913,0.000000
1.434000,-0.985007,-0.172513,0.000000,-1.974870,-0.314543,0.000000,-2.841004,-0.814354,0.000000,-0.332474,1.898349,0.000000,-0.617203,3.882735,0.000000,0.057902,2.712831,0.000000
1.451000,-0.989944,-0.141462,0.000000,-1.984007,-0.250268,0.000000,-2.838934,-0.769016,0.000000,-0.250598,1.753669,0.000000,-0.461263,3.678333,0.000000,0.181431,2.619136,0.000000
1.467000,-0.993420,-0.114525,0.000000,-1.990339,-0.192971,0.000000,-2.835247,-0.727883,0.000000,-0.185934,1.612842,0.000000,-0.333143,3.483629,0.000000,0.276317,2.520970,0.000000
1.484000,-0.996085,-0.088405,0.000000,-1.994975,-0.135509,0.000000,-2.829828,-0.685981,0.000000,-0.129543,1.459603,0.000000,-0.215230,3.276648,0.000000,0.358148,2.407055,0.000000
1.501000,-0.997891,-0.064913,0.000000,-1.997752,-0.081556,0.000000,-2.823161,-0.646092,0.000000,-0.084809,1.303744,0.000000,-0.114228,3.071144,0.000000,0.423863,2.284402,0.000000
1.517000,-0.998976,-0.045238,0.000000,-1.998913,-0.033951,0.000000,-2.815966,-0.610512,0.000000,-0.052324,1.155438,0.000000,-0.032857,2.879952,0.000000,0.473723,2.162071,0.000000
1.534000,-0.999637,-0.026943,0.000000,-1.998827,0.013302,0.000000,-2.807536,-0.574906,0.000000,-0.026866,0.996765,0.000000,0.040916,2.679643,0.000000,0.516422,2.025883,0.000000
1.551000,-0.999936,-0.011352,0.000000,-1.997585,0.057175,0.000000,-2.798456,-0.541663,0.000000,-0.009507,0.837424,0.000000,0.103483,2.482396,0.000000,0.550658,1.884354,0.000000
1.567000,-1.000000,0.000845,0.000000,-1.995517,0.095426,0.000000,-2.789429,-0.512606,0.000000,0.000580,0.687146,0.000000,0.153762,2.299460,0.000000,0.576763,1.747144,0.000000
1.584000,-0.999938,0.011168,0.000000,-1.992503,0.132883,0.000000,-2.779425,-0.484168,0.000000,0.005890,0.527367,0.000000,0.199682,2.107702,0.000000,0.599415,1.597925,0.000000
1.601000,-0.999824,0.018776,0.000000,-1.988762,0.167101,0.000000,-2.769072,-0.458292,0.000000,0.006904,0.367643,0.000000,0.239469,1.918239,0.000000,0.618028,1.445907,0.000000
1.617000,-0.999725,0.023456,0.000000,-1.984661,0.196378,0.000000,-2.759063,-0.436316,0.000000,0.005103,0.217493,0.000000,0.272680,1.741576,0.000000,0.632750,1.300859,0.000000
1.634000,-0.999667,0.025800,0.000000,-1.979748,0.224398,0.000000,-2.748189,-0.415523,0.000000,0.001504,0.058288,0.000000,0.304813,1.555113,0.000000,0.646191,1.145174,0.000000
1.651000,-0.999676,0.025441,0.000000,-1.974308,0.249256,0.000000,-2.737102,-0.397387,0.000000,-0.002555,-0.100400,0.000000,0.334963,1.369368,0.000000,0.657990,0.988318,0.000000
1.667000,-0.999744,0.022644,0.000000,-1.968727,0.269768,0.000000,-2.726492,-0.382760,0.000000,-0.005642,-0.249074,0.000000,0.362568,1.194693,0.000000,0.668046,0.839949,0.000000
1.684000,-0.999854,0.017074,0.000000,-1.962314,0.288498,0.000000,-2.715050,-0.369824,0.000000,-0.006934,-0.406029,0.000000,0.392043,1.008729,0.000000,0.677972,0.681793,0.000000
1.701000,-0.999961,0.008847,0.000000,-1.955392,0.304060,0.000000,-2.703444,-0.359581,0.000000,-0.004969,-0.561565,0.000000,0.422496,0.821889,0.000000,0.687381,0.523312,0.000000
1.717000,-0.999999,-0.001298,0.000000,-1.948393,0.315796,0.000000,-2.692377,-0.352402,0.000000,0.000917,-0.706245,0.000000,0.452651,0.644848,0.000000,0.695927,0.373981,0.000000
1.734000,-0.999893,-0.014595,0.000000,-1.940412,0.325148,0.000000,-2.680471,-0.347394,0.000000,0.012518,-0.857647,0.000000,0.486736,0.455142,0.000000,0.704779,0.215209,0.000000
1.751000,-0.999537,-0.030441,0.000000,-1.931831,0.331260,0.000000,-2.668416,-0.345085,0.000000,0.030640,-1.006077,0.000000,0.523210,0.263538,0.000000,0.713447,0.056357,0.000000
1.767000,-0.998865,-0.047634,0.000000,-1.923170,0.334021,0.000000,-2.656936,-0.345380,0.000000,0.054484,-1.142496,0.000000,0.559816,0.081335,0.000000,0.721445,-0.093227,0.000000
1.784000,-0.997668,-0.068260,0.000000,-1.913305,0.333744,0.000000,-2.644601,-0.348317,0.000000,0.087805,-1.283332,0.000000,0.601067,-0.114284,0.000000,0.729761,-0.252268,0.000000
1.801000,-0.995829,-0.091240,0.000000,-1.902721,0.330124,0.000000,-2.632126,-0.353958,0.000000,0.130038,-1.419285,0.000000,0.644535,-0.311944,0.000000,0.737865,-0.411458,0.000000
1.817000,-0.993373,-0.114938,0.000000,-1.892069,0.323633,0.000000,-2.620260,-0.361741,0.000000,0.178439,-1.542189,0.000000,0.687174,-0.499717,0.000000,0.745279,-0.561451,0.000000
1.834000,-0.989835,-0.142224,0.000000,-1.879992,0.313430,0.000000,-2.607525,-0.372642,0.000000,0.239492,-1.666789,0.000000,0.733921,-0.700881,0.000000,0.752917,-0.721024,0.000000
1.851000,-0.985172,-0.171571,0.000000,-1.867110,0.299795,0.000000,-2.594662,-0.386257,0.000000,0.310791,-1.784585,0.000000,0.781700,-0.903500,0.000000,0.760313,-0.880819,0.000000
1.867000,-0.979598,-0.200966,0.000000,-1.854239,0.283806,0.000000,-2.582443,-0.401555,0.000000,0.387458,-1.888648,0.000000,0.827185,-1.095278,0.000000,0.767074,-1.031409,0.000000
1.884000,-0.972247,-0.233958,0.000000,-1.839765,0.263448,0.000000,-2.569343,-0.420450,0.000000,0.479188,-1.991338,0.000000,0.875627,-1.299912,0.000000,0.774087,-1.191590,0.000000
1.901000,-0.963246,-0.268621,0.000000,-1.824470,0.239605,0.000000,-2.556125,-0.442070,0.000000,0.581500,-2.085196,0.000000,0.923784,-1.505173,0.000000,0.780989,-1.351909,0.000000
1.917000,-0.953107,-0.302633,0.000000,-1.809330,0.213974,0.000000,-2.543577,-0.464908,0.000000,0.687355,-2.164747,0.000000,0.968538,-1.698714,0.000000,0.787457,-1.502865,0.000000
1.934000,-0.940396,-0.340081,0.000000,-1.792467,0.183347,0.000000,-2.530132,-0.491820,0.000000,0.809732,-2.239084,0.000000,1.015242,-1.904542,0.000000,0.794395,-1.663251,0.000000
1.951000,-0.925521,-0.378696,0.000000,-1.774818,0.149219,0.000000,-2.516567,-0.521458,0.000000,0.941889,-2.301943,0.000000,1.060926,-2.110439,0.000000,0.801517,-1.823541,0.000000
1.967000,-0.909399,-0.415924,0.000000,-1.757505,0.113902,0.000000,-2.503687,-0.551840,0.000000,1.074622,-2.349610,0.000000,1.102960,-2.304248,0.000000,0.808510,-1.974220,0.000000
1.984000,-0.889875,-0.456205,0.000000,-1.738382,0.072979,0.000000,-2.489876,-0.586761,0.000000,1.223650,-2.386856,0.000000,1.146697,-2.510244,0.000000,0.816398,-2.134008,0.000000
2.001000,-0.867755,-0.496992,0.000000,-1.718522,0.028552,0.000000,-2.475926,-0.624394,0.000000,1.379694,-2.408968,0.000000,1.189731,-2.716487,0.000000,0.824945,-2.293343,0.000000
2.017000,-0.844471,-0.535601,0.000000,-1.699164,-0.016467,0.000000,-2.462657,-0.662284,0.000000,1.531491,-2.414669,0.000000,1.229965,-2.911096,0.000000,0.833799,-2.442742,0.000000
2.034000,-0.817040,-0.576580,0.000000,-1.677890,-0.067720,0.000000,-2.448395,-0.705154,0.000000,1.695982,-2.403284,0.000000,1.273011,-3.118833,0.000000,0.844351,-2.600685,0.000000
2.051000,-0.786804,-0.617203,0.000000,-1.655875,-0.122517,0.000000,-2.433940,-0.750701,0.000000,1.861126,-2.372543,0.000000,1.317168,-3.328174,0.000000,0.856468,-2.757553,0.000000
2.067000,-0.755796,-0.654807,0.000000,-1.634456,-0.177358,0.000000,-2.420133,-0.795994,0.000000,2.014154,-2.324792,0.000000,1.360692,-3.527373,0.000000,0.869776,-2.903903,0.000000
2.084000,-0.720216,-0.693750,0.000000,-1.610908,-0.239144,0.000000,-2.405208,-0.846670,0.000000,2.170321,-2.253115,0.000000,1.410279,-3.742236,0.000000,0.886629,-3.057598,0.000000
2.101000,-0.682070,-0.731287,0.000000,-1.586478,-0.304619,0.000000,-2.389966,-0.899939,0.000000,2.315104,-2.159291,0.000000,1.464894,-3.961479,0.000000,0.907254,-3.208846,0.000000
2.117000,-0.644038,-0.764993,0.000000,-1.562587,-0.369686,0.000000,-2.375265,-0.952400,0.000000,2.435887,-2.050743,0.000000,1.522607,-4.172872,0.000000,0.931335,-3.348258,0.000000
2.134000,-0.601692,-0.798728,0.000000,-1.536121,-0.442579,0.000000,-2.359169,-1.010552,0.000000,2.541559,-1.914588,0.000000,1.592769,-4.403930,0.000000,0.963665,-3.492296,0.000000
2.151000,-0.557798,-0.829977,0.000000,-1.508367,-0.519463,0.000000,-2.342447,-1.071107,0.000000,2.616653,-1.758561,0.000000,1.674559,-4.642575,0.000000,1.005432,-3.630863,0.000000
2.167000,-0.515598,-0.856831,0.000000,-1.480872,-0.595591,0.000000,-2.325970,-1.130202,0.000000,2.652071,-1.595884,0.000000,1.764733,-4.874571,0.000000,1.056405,-3.754868,0.000000
2.184000,-0.470510,-0.882395,0.000000,-1.449939,-0.680607,0.000000,-2.307437,-1.195096,0.000000,2.643732,-1.409690,0.000000,1.877545,-5.128586,0.000000,1.127227,-3.878031,0.000000
2.201000,-0.426033,-0.904708,0.000000,-1.416917,-0.769997,0.000000,-2.287515,-1.261994,0.000000,2.578623,-1.214290,0.000000,2.011129,-5.388564,0.000000,1.220921,-3.990277,0.000000
2.217000,-0.385667,-0.922638,0.000000,-1.383588,-0.858187,0.000000,-2.267095,-1.326604,0.000000,2.456483,-1.026822,0.000000,2.158861,-5.634992,0.000000,1.336547,-4.083982,0.000000
